designacao,tipo,idatend,dicofre,morada,codigopostal,localidadepostal,telefone,email,site,latitude,longitude,nodeidet,entidadetutelar,nodeident,entidade
POSTO TERRITORIAL DE TORRES NOVAS,Quartel GNR,13545,141920,"Avenida das Amoreiras, nº 4",2350-598,Torres Novas,249839340,ct.str.dtnv.ptnv@gnr.pt,www.gnr.pt,39.476,-8.545,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE VILA NOVA DA BARQUINHA,Quartel GNR,13546,142006,Rua Capitão Salgueiro Maia,2260-418,Vila Nova da Barquinha,249720830,ct.str.dtnv.pvnb@ngr.pt,www.gnr.pt,39.463,-8.443,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE TRÂNSITO DE SANTARÉM,Quartel GNR,13547,141633,"Rua Tenente Valadim, n.º 6",2000-081,Santarém,243300030,ct.str.tstr@gnr.pt,www.gnr.pt,39.231,-8.680,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO DE TRÂNSITO DE ABRANTES,Quartel GNR,13548,140120,Rua Gago Coutinho,2200-233,Abrantes,241379900,ct.str.tstr.tabt@gnr.pt,www.gnr.pt,39.468,-8.203,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO DE TRÂNSITO DE SALVATERRA DE MAGOS,Quartel GNR,13549,141508,"Estrada Nacional 114-3, Km 18,2",2120,Salvaterra de Magos,263509220,ct.str.tstr.tstm@gnr.pt,www.gnr.pt,38.994,-8.715,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE INTERVENÇÃO DE SANTARÉM,Quartel GNR,13550,141633,"Rua Tenente Valadim, nº 6",2000-081,Santarém,243300070,ct.str.dint@gnr.pt,www.gnr.pt,39.231,-8.680,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
COMANDO TERRITORIAL DE SETÚBAL,Quartel GNR,13551,151205,Avenida Jaime Cortesão,2914-502,Setúbal,265540280,ct.stb@gnr.pt,www.gnr.pt,38.524,-8.882,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE ALMADA,Quartel GNR,13552,150314,Rua Capitães de Abril - Vale Fetal,2820-451,Charneca de Caparica,212964070,ct.stb.dalm@gnr.pt,www.gnr.pt,38.629,-9.181,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DA CHARNECA DE CAPARICA,Quartel GNR,13553,150314,Rua Capitães de Abril - Vale Fetal,2820-451,Charneca de Caparica,212964073,ct.stb.dalm.pchc@gnr.pt,www.gnr.pt,38.629,-9.181,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DA COSTA DA CAPARICA,Quartel GNR,13554,150303,"Rua Pedro Álvares Cabral, nº 29",2825-385,Costa da Caparica,212909340,ct.stb.dalm.pccp@gnr.pt,www.gnr.pt,38.644,-9.240,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE FERNÃO FERRO,Quartel GNR,13555,151006,"Rua da República, Lote 245",2865-631,Fernão Ferro,212124624,ct.stb.dalm.pfrf@gnr.pt,www.gnr.pt,38.572,-9.085,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE PAIO PIRES,Quartel GNR,13556,151007,E.N. 10 - Porto da Palmeira,2840-075,Paio Pires,212228409,ct.stb.dalm.pppr@gnr.pt,www.gnr.pt,38.618,-9.074,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DA TRAFARIA,Quartel GNR,13557,150313,Avenida 25 de Abril,2825-894,Trafaria,212942639,ct.stb.dalm.ptrf@gnr.pt,www.gnr.pt,38.671,-9.235,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO FISCAL DA BANÁTICA,Quartel GNR,13558,150313,"Rua Conselheiro Manuel Luís Fernandes, Banática",2825-031,Monte da Caparica,212955113,ct.stb.dalm.fbnt@gnr.pt,www.gnr.pt,38.674,-9.197,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE GRÂNDOLA,Quartel GNR,13559,150506,"Rua Raínha Dª. Leonor, nº 10",7570-221,Grândola,269450280,ct.stb.dgdl@gnr.pt,www.gnr.pt,38.173,-8.565,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE ALCÁCER DO SAL,Quartel GNR,13560,150107,Rua do Hospital,7580-205,Alcácer do Sal,265612800,ct.stb.dgdl.pasl@gnr.pt,www.gnr.pt,38.370,-8.500,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE AZINHEIRA DE BARROS,Quartel GNR,13561,150501,"Rua Drº António Pires Cabral, nº 4",7570-003,Azinhaga dos Barros,269594114,ct.stb.dgdl.pazb@gnr.pt,www.gnr.pt,38.071,-8.418,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DA COMPORTA,Quartel GNR,13562,150106,"Rua do Alecrim, n.º 1",7580-640,Comporta,265497232,ct.stb.dgdl.pcmp@gnr.pt,www.gnr.pt,38.378,-8.786,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE GRÂNDOLA,Quartel GNR,13563,150506,"Rua Raínha Dª. Leonor, nº 10",7570-221,Grândola,269442007,ct.stb.dgdl.pgdl@gnr.pt,www.gnr.pt,38.173,-8.565,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DO TORRÃO,Quartel GNR,13564,150104,Zona H1,7595-168,Torrão,265669801,ct.stb.dgdl.ptrr@gnr.pt,www.gnr.pt,38.290,-8.222,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE TRÓIA,Quartel GNR,13565,150505,"Banda F, Tróia-Carvalhal",7570-789,Grândola,265499610,ct.stb.dgdl.ptro@gnr.pt,www.gnr.pt,38.492,-8.901,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DO MONTIJO,Quartel GNR,13566,150710,"Rua de Macau, nº 14",2870-817,Montijo,212329640,ct.stb.dmtj@gnr.pt,www.gnr.pt,38.697,-8.953,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE ALCOCHETE,Quartel GNR,13567,150201,Rua Dona Maria Teresa de Noronha nº 105,2890-070,Alcochete,212348071,ct.stb.dmtj.palc@gnr.pt,www.gnr.pt,38.753,-8.961,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DA MOITA,Quartel GNR,13568,150603,"Praça da Republica, nº 31",2860-478,Moita,212809330,ct.stb.dmtj.pmoi@gnr.pt,www.gnr.pt,38.653,-8.993,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DO MONTIJO,Quartel GNR,13569,150710,"Rua de Macau, nº 14",2870-817,Montijo,212329640,ct.stb.dmtj.pmtj@gnr.pt,www.gnr.pt,38.697,-8.953,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE SANTO ANTÓNIO DA CHARNECA,Quartel GNR,13570,150407,"Rua 6 Centro Comercial, n.º 1",2835-511,Barreiro,212149130,ct.stb.dmtj.psac@gnr.pt,www.gnr.pt,38.632,-9.034,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE CANHA,Quartel GNR,13571,150701,Rua do MFA,2985-014,Canha,265897225,ct.stb.dmtj.pcnh@gnr.pt,www.gnr.pt,38.768,-8.625,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE SANTIAGO DO CACÉM,Quartel GNR,13572,150912,Avenida 1.º de Maio,7540-240,Santiago do Cacém,269818890,ct.stb.dstc@gnr.pt,www.gnr.pt,38.0217,-8.688,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE ALVALADE DO SADO,Quartel GNR,13573,150902,"Rua 23 de Agosto, nº 6",7565-037,Alvalade do Sado,269595218,ct.stb.dstc.pals@gnr.pt,www.gnr.pt,37.940,-8.390,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DO CERCAL,Quartel GNR,13574,150903,"Rua do Passal, nº 4",7555-200,Cercal,269940010,ct.stb.dstc.pcrc@gnr.pt,www.gnr.pt,37.802,-8.675,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE ERMIDAS DO SADO,Quartel GNR,13575,150904,"Rua Cidade Santiago Cacém, nº 70",7565-226,Ermidas do Sado,269502187,ct.stb.dstc.pers@gnr.pt,www.gnr.pt,38.007,-8.420,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE SANTIAGO DO CACÉM,Quartel GNR,13576,150912,Avenida 1.º de Maio,7540-240,Santiago do Cacém,269818890,ct.stb.dstc.pstc@gnr.pt,www.gnr.pt,38.021,-8.688,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE SANTO ANDRÉ,Quartel GNR,13577,150907,Bairro Azul Colectivas C5 - C6,7500-100,Santo André,269751223,ct.stb.dstc.psta@gnr.pt,www.gnr.pt,38.065,-8.773,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE SINES,Quartel GNR,13578,151301,"Rua  António Aleixo, nº 12 B",7520-171,Sines,269750460,ct.stb.dstc.psin@gnr.pt,www.gnr.pt,37.956,-8.872,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE SETÚBAL,Quartel GNR,13579,150802,Avenida Palmelense Futebol Clube S/N,2950-288,Palmela,212336700,ct.stb.dstb@gnr.pt,www.gnr.pt,38.521,-8.889,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE ALFARIM,Quartel GNR,13580,151101,"Rua da Mesquita, lote 3",2970-103,Alfarim,212688810,ct.stb.dstb.pafr@gnr.pt,www.gnr.pt,38.474,-9.154,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE AZEITÃO,Quartel GNR,13581,151209,"Rua Escola Preparatória, n.º 28",2925-522,Vila Nogueira de Azeitão,212198990,ct.stb.dstb.pvna@gnr.pt,www.gnr.pt,38.523,-9.020,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DA QUINTA DO CONDE,Quartel GNR,13582,151103,"Rua Gama Pinto, Lt 218",2975-274,Quinta do Conde,212100998,ct.stb.dstb.pqdc@gnr.pt,www.gnr.pt,38.578,-9.040,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE SESIMBRA,Quartel GNR,13583,151102,Rua 4 de Maio,2970-653,Sesimbra,212289510,ct.stb.dstb.pssb@gnr.pt,www.gnr.pt,38.444,-9.110,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE SETÚBAL,Quartel GNR,13584,151210,Avenida Jaime Rebelo,2900-409,Setúbal,265544516,ct.stb.dstb.pstb@gnr.pt,www.gnr.pt,38.524,-8.882,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE PALMELA,Quartel GNR,13585,150802,Avenida Palmelense Futebol Clube S/N,2950-288,Palmela,212336700,ct.stb.dstb.pplm@gnr.pt,www.gnr.pt,38.576,-8.917,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DO PINHAL NOVO,Quartel GNR,13586,150803,Rua Ferreira Lopes,2955-087,Pinhal Novo,212389310,ct.ctb.dstb.ppnn@gnr.pt,www.gnr.pt,38.625,-8.905,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE POCEIRÃO,Quartel GNR,13587,150806,Rua Alberto Valente,2965-309,Poceirão,265995595,ct.stb.dstb.ppcr@gnr.pt,www.gnr.pt,38.634,-8.744,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE TRÂNSITO DE SETÚBAL,Quartel GNR,13588,150411,Quinta da Torre,2830-417,Coina,212137780,ct.stb.tstb@gnr.pt,www.gnr.pt,38.579,-9.013,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO DE TRÂNSITO DE COINA,Quartel GNR,13589,150411,Quinta da Torre,2976-905,Coina,212137780,ct.stb.tstb.tcoi@gnr.pt,www.gnr.pt,38.581,-9.018,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO DE TRÂNSITO DE GRÂNDOLA,Quartel GNR,13590,150506,"Rua Raínha Dª. Leonor, nº 10",7570-221,Grândola,269476611,ct.stb.tstb.tgdl@gnr.pt,www.gnr.pt,38.222,-8.530,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE INTERVENÇÃO DE SETÚBAL,Quartel GNR,13591,150312,Alameda do Castelo,2804-520,Almada,212738160,ct.stb.dint@gnr.pt,www.gnr.pt,38.684,-9.155,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
COMANDO TERRITORIAL DE VIANA DO CASTELO,Quartel GNR,13592,,"Rua de Monserrate, n.º 100",4901-859,Viana do Castelo,258840470,ct.vct@gnr.pt,www.gnr.pt,41.693,-8.839,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE ARCOS DE VALDEVEZ,Quartel GNR,13593,160153,Avenida Drº António Caldas,4970-592,Arcos de Valdevez,258510095,ct.vct.davv@gnr.pt,www.gnr.pt,41.842,-8.415,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE ARCOS DE VALDEVEZ,Quartel GNR,13594,160153,Avenida Drº António Caldas,4970-592,Arcos de Valdevez,258510090,ct.vct.davv.pavv@gnr.pt,www.gnr.pt,41.842,-8.415,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE PAREDES DE COURA,Quartel GNR,13595,160526,Avenida Cónego Chouzal,4940-520,Paredes de Coura,251782123,ct.vct.davv.ppdc@gnr.pt,www.gnr.pt,41.911,-8.565,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE PONTE DA BARCA,Quartel GNR,13596,160628,Avenida da Liberdade,4980-601,Ponte da Barca,258480080,ct.vct.davv.ppnb@gnr.pt,www.gnr.pt,41.802,-8.416,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE PONTE DE LIMA,Quartel GNR,13597,160752,"Rua Drº Francisco Sá Carneiro, Arca",4990-024,Ponte de Lima,258900240,ct.vct.davv.ppnl@gnr.pt,www.gnr.pt,41.761,-8.576,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE SÃO JULIÃO DO FREIXO,Quartel GNR,13598,160753,"Rua de São Julião, n.º 270",4990-445,São Julião do Freixo,258761113,ct.vct.davv.psjf@gnr.pt,www.gnr.pt,41.656,-8.585,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE VALENÇA,Quartel GNR,13599,160820,Rua José Maria Gonçalves,4930-632,Valença,251801015,ct.vct.dvln@gnr.pt,www.gnr.pt,42.025,-8.647,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE MELGAÇO,Quartel GNR,13600,160323,"Rua do Fecho, n.º 20",4960-366,Melgaço,251404960,ct.vct.dvln.pmlg@gnr.pt,www.gnr.pt,42.109,-8.255,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE MONÇÃO,Quartel GNR,13601,160438,Largo da Alfândega,4950-432,Monção,251652321,ct.vct.dvln.pmnc@gnr.pt,www.gnr.pt,42.077,-8.483,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE TANGIL,Quartel GNR,13602,160428,"Lugar das Cruzes, Tangil",4950-770,Monção,251565108,ct.vct.dvln.ptng@gnr.pt,www.gnr.pt,42.023,-8.365,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE VALENÇA,Quartel GNR,13603,160820,Rua José Maria Gonçalves,4930-632,Valença,251801010,ct.vct.dvln.pvln@gnr.pt,www.gnr.pt,42.025,-8.647,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE VILA NOVA DE CERVEIRA,Quartel GNR,13604,161019,Rua do Forte,4920-273,Vila Nova de Cerveira,251795113,ct.vct.dvln.pvnc@gnr.pt,www.gnr.pt,41.942,-8.741,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
CENTRO DE COOPERAÇÃO POLICIAL E ADUANEIRA DE VALENÇA DO MINHO / TUY,Quartel GNR,13605,160820,"Avenida de Portugal, 36700 Tuy - Pontevedra - Espanha",,,34986607545,ccpa.tuy@gnr.pt,www.gnr.pt,42.0520972,-8.640761,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRIOTORIAL DE VIANA DO CASTELO,Quartel GNR,13606,160948,"Rua de Monserrate, n.º 100",4904-859,Viana do Castelo,258840485,ct.vct.dvct@gnr.pt,www.gnr.pt,41.693,-8.839,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE BARROSELAS,Quartel GNR,13607,160941,"Largo da Feira, n.º 248",4905-327,Barroselas,258971343,ct.vct.dvct.pbrs@gnr.pt,www.gnr.pt,41.643,-8.691,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE CAMINHA,Quartel GNR,13608,160222,Rua da Trincheira,4910-136,Caminha,258719030,ct.vct.dvct.pcmn@gnr.pt,www.gnr.pt,41.873,-8.841,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE LANHESES,Quartel GNR,13609,160915,"Praceta Senhora do Pilar, nº 1",4925-422,Lanheses,258731117,ct.vct.dvct.plnh@gnr.pt,www.gnr.pt,41.734,-8.672,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE VIANA DO CASTELO,Quartel GNR,13610,160948,"Rua de Monserrate, n.º 100",4904-859,Viana do Castelo,258840489,ct.vct.dvct.pvct@gnr.pt,www.gnr.pt,41.693,-8.839,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE VILA PRAIA DE ÂNCORA,Quartel GNR,13611,160217,"Rua Miguel Bombarda, n.º 540",4910-578,Vila Praia de Âncora,258959260,ct.cvt.dvct.pvpa@gnr.pt,www.gnr.pt,41.812,-8.856,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE TRÂNSITO DE VIANA DO CASTELO,Quartel GNR,13612,160948,"Rua de Monserrate, n.º 100",4904-859,Viana do Castelo,258840470,ct.vct.tvct@gnr.pt,www.gnr.pt,41.693,-8.839,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO DE TRÂNSITO DE PONTE DE LIMA,Quartel GNR,13613,160739,"Lugar de Crasto - Ribeira, Ribeira",4990-909,Ponte de Lima,258909950,ct.vct.tvct.tpnl@gnr.pt,www.gnr.pt,41.770,-8.560,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE INTERVENÇÃO DE VIANA DO CASTELO,Quartel GNR,13614,160948,"Rua de Monserrate, n.º 100",4904-859,Viana do Castelo,258840470,ct.vct.dint@gnr.pt,www.gnr.pt,41.693787,-8.840003,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
COMANDO TERRITORIAL DE VILA REAL,Quartel GNR,13615,171438,Avenida 1º de Maio,5000-651,Vila Real,259303290,ct.vrl@gnr.pt,www.gnr.pt,41.300,-7.740,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE CHAVES,Quartel GNR,13616,170341,"Rua António Germano Ribeiro de Carvalho, Quartel da GNR",5400-078,Chaves,276340210,ct.vrl.dchv@gnr.pt,www.gnr.pt,41.754,-7.480,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE BOTICAS,Quartel GNR,13617,170219,Avenida de Chaves,5460-301,Boticas,276410540,ct.vrl.dchv.pbtc,www.gnr.pt,41.688,-7.663,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE CARRAZEDO DE MONTENEGRO,Quartel GNR,13618,171232,Bairro do Pereiro,5445-153,Carrazedo de Montenegro,278781211,ct.vrl.dchv.pczm@gnr.pt,www.gnr.pt,41.566,-7.434,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE CHAVES,Quartel GNR,13619,170341,"Rua António Germano Ribeiro de Carvalho, Quartel da GNR",5400-078,Chaves,276340210,ct.vrl.dchv.pchv@gnr.pt,www.gnr.pt,41.754,-7.480,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE LEBUÇÃO,Quartel GNR,13620,171233,Rua Engº. Francisco Tavares,5430-167,Lebução,276956112,ct.vrl.dchv.plbc@gnr.pt,www.gnr.pt,41.757,-7.260,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE MONTALEGRE,Quartel GNR,13621,170638,Rua do Avelar,5470-235,Montalegre,276510300,ct.vrl.dchv.pmnt@gnr.pt,www.gnr.pt,41.821,-7.792,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE VALPAÇOS,Quartel GNR,13622,171236,Rua Drº Sá Carneiro,5430-423,Valpaços,278711258,ct.vrl.dchv.pvlp@gnr.pt,www.gnr.pt,41.607,-7.313,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE VENDA NOVA,Quartel GNR,13623,170641,Rua da Boavista,5470-504,Venda Nova,253659490,ct.vrl.dchv.pvdn@gnr.pt,www.gnr.pt,41.670,-7.957,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE VIDAGO,Quartel GNR,13624,170361,Parque Residêncial Atlântico,5425-307,Vidago,276907515,ct.vrl.dchv.pvdg@gnr.pt,www.gnr.pt,41.638,-7.572,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE PESO DA RÉGUA,Quartel GNR,13625,170815,"Avenida Tondela, Godim",5050-059,Peso da Régua,254313614,ct.vrl.dprg@gnr.pt,www.gnr.pt,41.167,-7.796,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE ALIJÓ,Quartel GNR,13626,170101,Bairro do Pombal,5070-017,Alijo,259950543,ct.vrl.dprg.palj@gnr.pt,www.gnr.pt,41.281,-7.474,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE MESÃO FRIO,Quartel GNR,13627,170408,"Avenida José Maria Alpoim, nº 490",5040-310,Mesão Frio,254892210,ct.vrl.dprg.pmsf@gnr.pt,www.gnr.pt,41.159,-7.891,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE PESO DA RÉGUA,Quartel GNR,13628,170815,"Avenida Tondela, Godim",5050-059,Peso da Régua,254313614,ct.vrl.dprg.ppnh@gnr.pt,www.gnr.pt,41.167,-7.796,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE PINHÃO,Quartel GNR,13629,170109,Urbanização Quinta Amarela,5085-038,Pinhão,254732163,ct.vrl.dprg.ppnh@gnr.pt,www.gnr.pt,41.191,-7.545,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE SABROSA,Quartel GNR,13630,171009,Cruzamento E.N. 323/322 - Fontaínhas,5060-361,Sabrosa,259930733,ct.vrl.dprg.psbr@gnr.pt,www.gnr.pt,41.265,-7.578,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE SANTA MARTA DE PENAGUIÃO,Quartel GNR,13631,171111,Alameda 13 de Janeiro,5030-470,Santa Marta de Penaguião,254810420,ct.vrl.dprg.psmp@gnr.pt,www.gnr.pt,41.212,-7.788,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE VILA REAL,Quartel GNR,13632,171438,Avenida 1º de Maio,5000-651,Vila Real,259303290,ct.vrl.dvrl@gnr.pt,www.gnr.pt,41.300,-7.740,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE CERVA,Quartel GNR,13633,170908,Rua da Torre,4870-042,Cerva,259470130,ct.vrl.dvrl.pcrv@gnr.pt,www.gnr.pt,41.471,-7.846,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE MONDIM DE BASTO,Quartel GNR,13634,170505,Urbabanização Recta da Pena,4880-259,Mondim de Basto,255381122,ct.vrl.dvrl.pmdb@gnr.pt,www.gnr.pt,41.410,-7.958,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE MURÇA,Quartel GNR,13635,170705,Bairro da Cortina Nova,5090-101,Murça,259511563,ct.vrl.dvrl.pmrc@gnr.pt,www.gnr.pt,41.410,-7.453,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE PEDRAS SALGADAS,Quartel GNR,13636,171303,"Avenida Lopes Oliveira, nº 12",5450-140,Pedra Salgadas,259434165,ct.vrl.dvrl.ppds@gnr.pt,www.gnr.pt,41.543,-7.604,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE RIBEIRA DE PENA,Quartel GNR,13637,170909,Rua Francisco Sá Carneiro,4870-161,Ribeira de Pena,259494109,ct.vrl.dvrl.prbp@gnr.pt,www.gnr.pt,41.520,-7.794,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE VILA POUCA DE AGUIAR,Quartel GNR,13638,171314,Avenida Humberto Delgado,5450-004,Vila Pouca de Aguiar,259416543,ct.vrl.dvrl.pvpa@gnr.pt,www.gnr.pt,41.498,-7.641,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE VILA REAL,Quartel GNR,13639,171438,Avenida 1º de Maio,5000-651,Vila Real,259303290,ct.vrl.dvrl.pvrl@gnr.pt,www.gnr.pt,41.300,-7.740,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE TRÂNSITO DE VILA REAL,Quartel GNR,13640,171438,Avenida 1º de Maio,5000-651,Vila Real,259303310,ct.vrl.tvrl@gnr.pt,www.gnr.pt,41.300,-7.740,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO DE TRANSITO DE CHAVES,Quartel GNR,13641,170350,Avenida 5 de Outubro,5400-017,Chaves,276301620,ct.vrl.tvrl.tchv@gnr.pt,www.gnr.pt,41.745,-7.463,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE INTERVENÇÃO DE VILA REAL,Quartel GNR,13642,171438,Avenida 1º de Maio,5000-651,Vila Real,259303290,ct.vrl.dint@gnr.pt,www.gnr.pt,41.300,-7.740,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
COMANDO TERRITORIAL DE VISEU,Quartel GNR,13643,182319,E.N. 16 Ribeira de Mide-Abraveses,3510-154,Viseu,232467940,ct.vis@gnr.pt,www.gnr.pt,40.678,-7.926,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
