designacao,tipo,idatend,dicofre,morada,codigopostal,localidadepostal,horario,telefone,email,site,latitude,longitude,nodeidet,entidadetutelar,nodeident,entidade
CHAVES - Esquadra de Trânsito,Esquadra de Trânsito,1332,170350,"Avenida Xavier Teixeira, s/n",5400-569,CHAVES,Dias úteis: 9h00-12h30 / 14h00-16h00,276323125,vrlsecchv@psp.pt,http://www.psp.pt,41.743284,-7.472583,237,Ministério da Administração Interna,2528,PSP
CHAVES - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1333,170350,"Avenida Xavier Teixeira, s/n",5400-569,CHAVES,Dias úteis: 9h00-12h30 / 14h00-16h00,276323125,vrlsecchv@psp.pt,http://www.psp.pt,41.743284,-7.472583,237,Ministério da Administração Interna,2528,PSP
CHAVES - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1334,170350,"Avenida Xavier Teixeira, s/n",5400-569,CHAVES,Dias úteis: 9h00-12h30 / 14h00-16h00,276323125,vrlsecchv@psp.pt,http://www.psp.pt,41.743284,-7.472583,237,Ministério da Administração Interna,2528,PSP
CHAVES - Esquadra,Esquadra de Polícia,1335,170350,"Avenida Xavier Teixeira, s/n",5400-569,CHAVES,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,276323125,vrlsecchv@psp.pt,http://www.psp.pt,41.743284,-7.472583,237,Ministério da Administração Interna,2528,PSP
VISEU - Comando Distrital,Comando,1336,182341,Rua D. António Alves Martins,3504-506,VISEU,Dias úteis: 9h00-12h30 / 14h00-16h00,232480380 - 968078927 - 968078702,cpviseu@psp.pt,http://www.psp.pt,40.655818,-7.911251,237,Ministério da Administração Interna,2528,PSP
VISEU - Esquadra de Trânsito,Esquadra de Trânsito,1337,182341,Rua D. António Alves Martins,3504-506,VISEU,Dias úteis: 9h00-12h30 / 14h00-16h00,232480380 - 232480383,visesqtr@psp.pt,http://www.psp.pt,40.655818,-7.911251,237,Ministério da Administração Interna,2528,PSP
VISEU - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1338,182341,Rua D. António Alves Martins,3504-506,VISEU,Dias úteis: 9h00-12h30 / 14h00-16h00,232480380 - 232480384,eic.viseu@psp.pt,http://www.psp.pt,40.655818,-7.911251,237,Ministério da Administração Interna,2528,PSP
VISEU - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1339,182341,Rua D. António Alves Martins,3504-506,VISEU,Dias úteis: 9h00-12h30 / 14h00-16h00,232480380,viseifp@rnsi.local,http://www.psp.pt,40.655818,-7.911251,237,Ministério da Administração Interna,2528,PSP
VISEU - Esquadra,Esquadra de Polícia,1340,182341,Rua D. António Alves Martins,3504-506,VISEU,Atendimento Policial Permanente,232480382,visesqsede@psp.pt,http://www.psp.pt,40.655818,-7.911251,237,Ministério da Administração Interna,2528,PSP
LAMEGO - Divisão Policial,Divisão de Policia,1341,180525,Avenida Dr.º António Osório da Mota,5100-062,LAMEGO,Dias úteis: 9h00-12h30 / 14h00-16h00,254656739 - 254612022,lamego.viseu@psp.pt,http://www.psp.pt,41.104377,-7.810228,237,Ministério da Administração Interna,2528,PSP
LAMEGO - Esquadra de Trânsito,Esquadra de Trânsito,1342,180525,Avenida Dr.º António Osório da Mota,5100-062,LAMEGO,Dias úteis: 9h00-12h30 / 14h00-16h00,254656739 - 254612022,visesqtrlmg@psp.pt,http://www.psp.pt,41.104377,-7.810228,237,Ministério da Administração Interna,2528,PSP
LAMEGO - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1343,180525,Avenida Dr.º António Osório da Mota,5100-062,LAMEGO,Dias úteis: 9h00-12h30 / 14h00-16h00,254656739 - 254612022,eic.lamego.viseu@psp.pt,http://www.psp.pt,41.104377,-7.810228,237,Ministério da Administração Interna,2528,PSP
LAMEGO - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1344,180525,Avenida Dr.º António Osório da Mota,5100-062,LAMEGO,Dias úteis: 9h00-12h30 / 14h00-16h00,254656739 - 254612022,Não Tem,http://www.psp.pt,41.104377,-7.810228,237,Ministério da Administração Interna,2528,PSP
LAMEGO - Esquadra,Esquadra de Polícia,1345,180525,Avenida Dr.º António Osório da Mota,5100-062,LAMEGO,Atendimento Policial Permanente,254656739 - 254612022,vislmg@psp.pt,http://www.psp.pt,41.104377,-7.810228,237,Ministério da Administração Interna,2528,PSP
MADEIRA - Comando Regional,Comando,1346,310304,"Rua da Infância, n.º 28 a 32",9060-131,FUNCHAL,Dias úteis: 9h00-12h30 / 14h00-16h00,291208400 - 961356321 - 961356322,crmadeira@psp.pt,http://www.psp.pt,32.650283,-16.902369,237,Ministério da Administração Interna,2528,PSP
FUNCHAL - Divisão Policial,Divisão de Policia,1347,310304,"Rua da Infância, n.º 28 a 32",9060-131,FUNCHAL,Dias úteis: 9h00-12h30 / 14h00-16h00,291208475,funchal.madeira@psp.pt,http://www.psp.pt,32.650283,-16.902369,237,Ministério da Administração Interna,2528,PSP
FUNCHAL - Esquadra de Trânsito,Esquadra de Trânsito,1348,310304,"Rua da Infância, n.º 28 a 32",9060-131,FUNCHAL,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,291208430,maddt@rnsi.local,http://www.psp.pt,32.650283,-16.902369,237,Ministério da Administração Interna,2528,PSP
FUNCHAL - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1349,310304,"Rua da Infância, n.º 28 a 32",9060-131,FUNCHAL,Dias úteis: 9h00-12h30 / 14h00-16h00,291208458,mad2eic@rnsi.local,http://www.psp.pt,32.650283,-16.902369,237,Ministério da Administração Interna,2528,PSP
FUNCHAL - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1350,310304,"Rua da Infância, n.º 28 a 32",9060-131,FUNCHAL,Dias úteis: 9h00-12h30 / 14h00-16h00,291208430,madeifp@rnsi.local,http://www.psp.pt,32.650283,-16.902369,237,Ministério da Administração Interna,2528,PSP
FUNCHAL - Esquadra,Esquadra de Polícia,1351,310304,"Rua da Infância, n.º 28 a 32",9060-131,FUNCHAL,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,291208429,madesqfunchal@rnsi.local,http://www.psp.pt,32.650283,-16.902369,237,Ministério da Administração Interna,2528,PSP
CAMARA DE LOBOS - Divisão Policial,Divisão de Policia,1352,310201,Rua Padre Pita Ferreira s/n,9300-117,CÂMARA DE LOBOS,Dias úteis: 9h00-12h30 / 14h00-16h00,291911040,camlobos.madeira@psp.pt,http://www.psp.pt,32.648522,-16.970218,237,Ministério da Administração Interna,2528,PSP
CÂMARA DE LOBOS - Esquadra de Trânsito,Esquadra de Trânsito,1353,310201,Rua Padre Pita Ferreira s/n,9300-117,CÂMARA DE LOBOS,Dias úteis: 9h00-12h30 / 14h00-16h00,291911040,etrcamlobos.madeira@psp.pt,http://www.psp.pt,32.648522,-16.970218,237,Ministério da Administração Interna,2528,PSP
CÂMARA DE LOBOS - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1354,310201,Rua Padre Pita Ferreira s/n,9300-117,CÂMARA DE LOBOS,Sem Horário de Atendimento,291911040,madbicclobos@rnsi.local,http://www.psp.pt,32.648522,-16.970218,237,Ministério da Administração Interna,2528,PSP
CÂMARA DE LOBOS - Esquadra,Esquadra de Polícia,1355,310201,Rua Padre Pita Ferreira s/n,9300-117,CÂMARA DE LOBOS,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,291911040,madesqcamlobos@rnsi.local,http://www.psp.pt,32.648522,-16.970218,237,Ministério da Administração Interna,2528,PSP
RIBEIRA BRAVA - Esquadra,Esquadra de Polícia,1356,310702,Rua Comendador Agostinho Sousa Macedo,9350-203,RIBEIRA BRAVA,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,291952159 - 291957430,madesqrbrava@rnsi.local,http://www.psp.pt,32.674223,-17.063822,237,Ministério da Administração Interna,2528,PSP
PONTA DO SOL - Esquadra,Esquadra de Polícia,1357,310503,Rua Padre Leão Henriques s/n,9360-216,PONTA DO SOL,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,291972223 - 968632412,madesqpsol@rnsi.local,http://www.psp.pt,32.680179,-17.105461,237,Ministério da Administração Interna,2528,PSP
CALHETA - Esquadra,Esquadra de Polícia,1358,310102,Avenida D. Manuel I n.º 44,9370-135,CALHETA (MADEIRA),Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,291822422,madesqcalheta@rnsi.local,http://www.psp.pt,32.721863,-17.177837,237,Ministério da Administração Interna,2528,PSP
SÃO VICENTE - Esquadra,Esquadra de Polícia,1359,311003,Rua Antonio Jardim de Oliveira,9240-225,SÃO VICENTE,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,291840170,madesqsvicente@rnsi.local,http://www.psp.pt,32.803770,-17.046307,237,Ministério da Administração Interna,2528,PSP
PORTO MONIZ - Esquadra,Esquadra de Polícia,1360,310602,"Estrada Regional n.º 101, n.º1 - Vila do Porto Moniz",9270-095,PORTO MONIZ,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,291853361,madesqpmoniz@rnsi.local,http://www.psp.pt,32.865634,-17.167178,237,Ministério da Administração Interna,2528,PSP
MACHICO - Divisão Policial,Divisão de Policia,1361,310805,"Rua Das Forças de Segurança, Edificio das Forças de Segurança",9100-105,SANTA-CRUZ,Dias úteis: 9h00-12h30 / 14h00-16h00,291520870,machico.madeira@rnsi.local,http://www.psp.pt,32.720369,-16.766011,237,Ministério da Administração Interna,2528,PSP
MACHICO - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1362,310403,"Rua Banda D`Além, nº 76 - 76A",9200-108,MACHICO,Dias úteis: 9h00-12h30 / 14h00-16h00,291965574,madbicmachico@rnsi.local,http://www.psp.pt,32.720369,-16.766011,237,Ministério da Administração Interna,2528,PSP
MACHICO - Esquadra,Esquadra de Polícia,1363,310403,"Rua Banda D`Além, nº 74 - 79",9200-108,MACHICO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,291965574,madesqmachico@rnsi.local,http://www.psp.pt,32.720369,-16.766011,237,Ministério da Administração Interna,2528,PSP
SANTA CRUZ - Esquadra,Esquadra de Polícia,1364,310805,"Rua do Ribeirinho, s/n",9100-162,SANTA CRUZ,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,291524355,madesqscruz@rnsi.local,http://www.psp.pt,32.688744,-16.790462,237,Ministério da Administração Interna,2528,PSP
SANTANA - Esquadra,Esquadra de Polícia,1365,310903,"Rua da Achada do Pampilhar, nº 12- a",9230-083,SANTANA,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,291572403,madesqsantana@rnsi.local,http://www.psp.pt,32.807463,-16.881239,237,Ministério da Administração Interna,2528,PSP
PORTO SANTO - Esquadra,Esquadra de Polícia,1366,320101,Estrada António Tabuada - Matas,9400-035,PORTO SANTO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,291980010,madesqpsanto@rnsi.local,http://www.psp.pt,33.059703,-16.338537,237,Ministério da Administração Interna,2528,PSP
MADEIRA - Divisão de Segurança Aeroportuaria,Segurança Aeroportuaria,1367,310805,"Rua Das Forças de Segurança, Edificio das forças de segurança",9100-105,SANTA CRUZ,Dias úteis: 9h00-12h30 / 14h00-16h00,291520889,aeroporto.madeira@psp.pt,http://www.psp.pt,32.691868,-16.777158,237,Ministério da Administração Interna,2528,PSP
MADEIRA - Esquadra de Segurança Aeroportuaria,Segurança Aeroportuaria,1368,310805,"Rua das Forças de Segurança, Edificio das forças de segurança",9100-105,SANTA CRUZ,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,291520889,esa.madeira@psp.pt,http://www.psp.pt,32.691868,-16.777158,237,Ministério da Administração Interna,2528,PSP
PORTO SANTO - Esquadra de Segurança Aeroportuaria,Segurança Aeroportuaria,1369,320101,Sítio do Tanque,9400-110,PORTO SANTO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,291982289,aeroporto.psanto@psp.pt,http://www.psp.pt,33.070160,-16.345237,237,Ministério da Administração Interna,2528,PSP
DESTACAMENTO DA ADMINISTRAÇÃO DOS PORTOS DA MADEIRA,Varios,1370,310307,"Estrada da Pontinha, s/n",9004-530,FUNCHAL,Dias úteis: 9h00-12h30 / 14h00-16h00,291208600-291208438,maddrportos@rnpsp.psp.local,http://www.psp.pt,32.641828,-16.918049,237,Ministério da Administração Interna,2528,PSP
PORTO SANTO - Colonia de Ferias SSPSP,Varios,1371,320101,Rua das Palmeiras nº 66,9400-127,PORTO SANTO,Sem Horário de Atendimento,291982615,hotel.portosanto@sspsp.pt,http://www.psp.pt,33.059042,-16.343579,237,Ministério da Administração Interna,2528,PSP
AÇORES - Comando Regional,Comando,1372,420312,"Rua da Alfândega, n.º 1",9504-524,PONTA DELGADA,Dias úteis: 9h00-12h30 / 14h00-16h00,296205500,cracores@psp.pt,http://www.psp.pt,37.739558,-25.667362,237,Ministério da Administração Interna,2528,PSP
PONTA DELGADA - Divisão Policial,Divisão de Policia,1373,420312,"Rua da Alfândega, nº 1",9504-524,PONTA DELGADA,Dias úteis: 9h00-12h30 / 14h00-16h00,296282022 - 296205500 - 964410785 - 964410789,cppdelgada@psp.pt,http://www.psp.pt,37.739558,-25.667362,237,Ministério da Administração Interna,2528,PSP
PONTA DELGADA - Esquadra de Trânsito,Esquadra de Trânsito,1374,420312,"Rua São Joaquim, n.º 1",9500-112,PONTA DELGADA,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,296284327 - 296206090 - 296206089,pdlesqtr@rnsi.local,http://www.psp.pt,37.745879,-25.672474,237,Ministério da Administração Interna,2528,PSP
PONTA DELGADA - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1375,420312,"Rua da Alfândega, s/n.º",9504-524,PONTA DELGADA,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,296206074-296206073-296206072,pdlsic@rnsi.local,http://www.psp.pt,37.739847,-25.667523,237,Ministério da Administração Interna,2528,PSP
PONTA DELGADA - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1376,420312,"Rua da Boa Nova, n.º 3",9500-112,PONTA DELGADA,Regime de turnos,296305926 - 296305927 - 296305920,pdleifp@rnsi.local,http://www.psp.pt,37.742405,-25.655538,237,Ministério da Administração Interna,2528,PSP
PONTA DELGADA - Esquadra,Esquadra de Polícia,1377,420312,Rua da Alfândega n.º 1,9504-524,PONTA DELGADA,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,296206070,pdlesqsede@rnsi.local,http://www.psp.pt,37.739558,-25.667362,237,Ministério da Administração Interna,2528,PSP
RIBEIRA GRANDE - Esquadra,Esquadra de Polícia,1378,420511,"Rua dos Bombeiros Voluntários da Ribeira Grande, s/n",9600-228,RIBEIRA GRANDE,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,296472120 - 296473410,pdlesqrgrande@rnsi.local,http://www.psp.pt,37.8194472,-25.522211,237,Ministério da Administração Interna,2528,PSP
CAPELAS - Esquadra,Esquadra de Polícia,1379,420304,"Rua Nossa Senhora da Apresentação, 1",9545-149,CAPELAS,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,296298742 - 296989433,pdlesqcapelas@rnsi.local,http://www.psp.pt,37.836543,"-25,689442",237,Ministério da Administração Interna,2528,PSP
FURNAS - Esquadra,Esquadra de Polícia,1380,420403,"Avenida Victor Manuel Rodrigues, N.º 1",9675-063,FURNAS,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,296549040 - 296549042,pdlesqfurnas@rnsi.local,http://www.psp.pt,37.772233,-25.309646,237,Ministério da Administração Interna,2528,PSP
LAGOA - Esquadra,Esquadra de Polícia,1381,420103,"Rua do Espirito Santo, s/n",9560-079,LAGOA (SÃO MIGUEL),Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,296960410 - 296960412 - 296960413 - 296690411,pdlesqlagoa@psp.pt,http://www.psp.pt,37.746761,-25.575609,237,Ministério da Administração Interna,2528,PSP
MAIA - Esquadra,Esquadra de Polícia,1382,420505,"Rua Santa Catarina, Nº 9",9625-337,MAIA (SÃO MIGUEL),Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,296442444 - 296442996,pdlesqmaia@rnsi.local,http://www.psp.pt,37.831726,-25.387060,237,Ministério da Administração Interna,2528,PSP
NORDESTE - Esquadra,Esquadra de Polícia,1383,420204,"Largo Jogo da Choca, n.º 1",9630-147,NORDESTE,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,296480112 - 296480110,pdlesqnordeste@rnsi.local,http://www.psp.pt,37.831065,-25.145608,237,Ministério da Administração Interna,2528,PSP
POVOAÇÃO - Esquadra,Esquadra de Polícia,1384,420405,"Rua 25 de Abril, Nº 2",9650-411,POVOAÇÃO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,296550000 - 296550001,pdlesqpovoacao@rnsi.local,http://www.psp.pt,37.746638,-25.245826,237,Ministério da Administração Interna,2528,PSP
VILA FRANCA DO CAMPO - Esquadra,Esquadra de Polícia,1385,420605,"Rua Império dos Aflitos, s/n",9680-160,VILA FRANCA DO CAMPO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,296539310 - 296539312,pdlesqvfcampo@rnsi.local,http://www.psp.pt,37.714873,-25.440125,237,Ministério da Administração Interna,2528,PSP
RABO DE PEIXE - Esquadra,Esquadra de Polícia,1386,420508,"Avenida D. Paulo José Tavares, s/n",9600-091,RABO DE PEIXE,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,296492033 - 296491163,pdlesqrpeixe@rnsi.local,http://www.psp.pt,37.814531,-25.588354,237,Ministério da Administração Interna,2528,PSP
PONTA DELGADA - Esquadra de Segurança Aeroportuaria,Segurança Aeroportuaria,1387,320101,Aeroporto João Paulo II,9500,PONTA DELGADA,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,296205517 - 296206091,pdlesqsegaer@rnsi.local,http://www.psp.pt,37.749696,-25.710738,237,Ministério da Administração Interna,2528,PSP
VILA DO PORTO - Esquadra,Esquadra de Polícia,1388,410105,"Rua Luís Bettencourt, Nº 107",9580-529,VILA DO PORTO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,296820110 - 296820111 - 296820112,pdlesqsmaria@rnsi.local,http://www.psp.pt,36.957042,-25.140592,237,Ministério da Administração Interna,2528,PSP
ANGRA DO HEROISMO - Divisão Policial,Divisão de Policia,1389,430102,Praça Dr Sousa Junior. nº 1,9700-070,ANGRA DO HEROÍSMO,Dias úteis: 9h00-12h30 / 14h00-16h00,295212022 - 295401580,cpangra@psp.pt,http://www.psp.pt,38.657398,-27.215087,237,Ministério da Administração Interna,2528,PSP
ANGRA DO HEROÍSMO - Esquadra de Trânsito,Esquadra de Trânsito,1390,430102,"Praça Dr. Sousa Júnior, Nº 1",9700-070,ANGRA DO HEROÍSMO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,295401587,aghesqtr@rnsi.local,http://www.psp.pt,38.657398,-27.215087,237,Ministério da Administração Interna,2528,PSP
ANGRA DO HEROÍSMO - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1391,430102,"Praça Dr. Sousa Júnior, Nº 1",9700-070,ANGRA DO HEROÍSMO,Dias úteis: 9h00-12h30 / 14h00-16h00,295212022 - 295401580,nic.angra.cracores@psp.pt,http://www.psp.pt,38.657398,-27.215087,237,Ministério da Administração Interna,2528,PSP
ANGRA DO HEROÍSMO - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1392,430102,"Praça Dr. Sousa Júnior, Nº 1",9700-070,ANGRA DO HEROÍSMO,Sem Horário de Atendimento,295212022 - 295401580,eifp.angra.cracores@psp.pt,http://www.psp.pt,38.657398,-27.215087,237,Ministério da Administração Interna,2528,PSP
ANGRA DO HEROÍSMO - Esquadra,Esquadra de Polícia,1393,430102,"Praça Dr. Sousa Júnior, n.º 1",9700-070,ANGRA DO HEROÍSMO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,295212022,agh1esq@rnsi.local,http://www.psp.pt,38.657398,-27.215087,237,Ministério da Administração Interna,2528,PSP
PRAIA DA VÍTORIA - Esquadra,Esquadra de Polícia,1394,430207,"Largo Conde Praia da Vitória, nº 1",9760-438,PRAIA DA VITÓRIA,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,295545480,agh2esq@rnsi.local,http://www.psp.pt,38.730753,-27.064583,237,Ministério da Administração Interna,2528,PSP
BISCOITOS - Esquadra,Esquadra de Polícia,1395,430202,"Caminho do Concelho, n.º 56",9760-051,BISCOITOS,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,295908710,aghesqbst@rnsi.local,http://www.psp.pt,38.79370278,-27.2561833,237,Ministério da Administração Interna,2528,PSP
LAGES - Esquadra de Segurança Aeroportuaria,Segurança Aeroportuaria,1396,430206,"Estrada do Aeroporto, nº 1",9760-251,LAJES VPV,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,295512021,aghesqaerljt@rnsi.local,http://www.psp.pt,38.753978,-27.08745,237,Ministério da Administração Interna,2528,PSP
CALHETA - Esquadra,Esquadra de Polícia,1397,450101,"Rua Padre Manuel Azevedo da Cunha, s/n",9850-045,CALHETA (SÃO JORGE),Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,295416365,aghesqcsj@rnsi.local,http://www.psp.pt,38.601763,-28.015727,237,Ministério da Administração Interna,2528,PSP
VELAS - Esquadra,Esquadra de Polícia,1398,450206,"Largo Dr. João Pereira, s/n",9800-527,VELAS,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,295412339,aghesqvls@rnsi.local,http://www.psp.pt,38.679362,-28.205032,237,Ministério da Administração Interna,2528,PSP
SANTA CRUZ DA GRACIOSA - Esquadra,Esquadra de Polícia,1399,440104,"Rua da Boavista, s/n",9880-360,SANTA CRUZ DA GRACIOSA,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,295730200,aghesqscg@rnsi.local,http://www.psp.pt,39.084092,-28.00813333,237,Ministério da Administração Interna,2528,PSP
HORTA - Divisão Policial,Divisão de Policia,1400,470106,"Avenida Gago Coutinho e Sacadura Cabral, s/n",9900-062,HORTA,Dias úteis: 08h30-12h30/13h30-17h30,292208510,cphorta@psp.pt,http://www.psp.pt,38.527076,-28.630382,237,Ministério da Administração Interna,2528,PSP
HORTA - Esquadra de Trânsito,Esquadra de Trânsito,1401,470106,"Av. Gago Coutinho e Sacadura Cabral, s/n",9900-063,HORTA,Dias úteis: 08h30-12h30/13h30-17h30,292208511,hrtesqtr@rnsi.local,http://www.psp.pt,38.527076,-28.630382,237,Ministério da Administração Interna,2528,PSP
HORTA - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1402,470106,"Av. Gago Coutinho e Sacadura Cabral, s/n",9900-062,HORTA,Dias úteis: 08h30-12h30/13h30-17h30,292208510,hrteic@rnsi.local,http://www.psp.pt,38.527076,-28.630382,237,Ministério da Administração Interna,2528,PSP
HORTA - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1403,470106,"Av. Gago Coutinho e Sacadura Cabral, s/n",9900-062,HORTA,Dias úteis: 08h30-12h30/13h30-17h30,292208510,hrteir@rnsi.local,http://www.psp.pt,38.527076,-28.630382,237,Ministério da Administração Interna,2528,PSP
HORTA - Esquadra,Esquadra de Polícia,1404,470106,"Avenida Gago Coutinho e Sacadura Cabral, s/n",9900-062,HORTA,Atendimento Policial Permanente,292208510,hrtesqsede@rnsi.local,http://www.psp.pt,38.527076,-28.630382,237,Ministério da Administração Interna,2528,PSP
HORTA - Esquadra de Segurança Aeroportuaria,Segurança Aeroportuaria,1405,470102,"Lugar do Jogo, s/n",9900-330,CASTELO BRANCO HRT,Atendimento Policial Permanente,292943511,hrtsegaer@rnsi.local,http://www.psp.pt,38.521301,-28.715161,237,Ministério da Administração Interna,2528,PSP
SÃO ROQUE DO PICO - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1406,460204,"Rua Engenheiro Álvaro Freitas, s/n",9950-335,MADALENA (PICO),Dias úteis: 08h30-12h30/13h30-17h30,292642136,hrtsrpsic@rnsi.local,http://www.psp.pt,38.533526,-28.527085,237,Ministério da Administração Interna,2528,PSP
SÃO ROQUE DO PICO - Esquadra,Esquadra de Polícia,1407,460305,"Rua de Santo Amaro, s/n",9940-351,SÃO ROQUE DO PICO,Atendimento Policial Permanente,292642115,hrtsrpsic@rnsi.local,http://www.psp.pt,38.525030,-28.318636,237,Ministério da Administração Interna,2528,PSP
MADALENA DO PICO - Esquadra,Esquadra de Polícia,1408,460204,"Rua Engenheiro Álvaro Freitas, s/n",9950-335,MADALENA (PICO),Atendimento Policial Permanente,292622860,hrtmdp@rnsi.local,http://www.psp.pt,38.533526,-28.527085,237,Ministério da Administração Interna,2528,PSP
LAGES DO PICO - Esquadra,Esquadra de Polícia,1409,460102,"Estrada Regional, s/n",9930-135,LAJES DO PICO,Atendimento Policial Permanente,292672410,hrtlgp@rnsi.local,http://www.psp.pt,38.3997083,-28.2515527,237,Ministério da Administração Interna,2528,PSP
SANTA CRUZ DAS FLORES - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1410,480204,"Bairro Antigo dos Franceses, s/n",9970-305,SANTA CRUZ DAS FLORES,Dias úteis: 08h30-12h30/13h30-17h30,292592115,hrtscfsic@rnsi.local,http://www.psp.pt,39.454959,-31.126724,237,Ministério da Administração Interna,2528,PSP
SANTA CRUZ DAS FLORES - Esquadra,Esquadra de Polícia,1411,480204,"Antigo Bairro dos Franceses, s/n",9970-305,SANTA CRUZ DAS FLORES,Atendimento Policial Permanente,292592115,hrtscf@rnsi.local,http://www.psp.pt,39.454960,-31.126725,237,Ministério da Administração Interna,2528,PSP
LAJES DAS FLORES - Esquadra,Esquadra de Polícia,1412,480105,"Rua da Autonomia, n.º 21",9960-438,LAJES DAS FLORES,Atendimento Policial Permanente,292593186,hrtlgp@rnsi.local,http://www.psp.pt,39.376968,-31.175010,237,Ministério da Administração Interna,2528,PSP
DIREÇÃO NACIONAL DA PSP - Departamento de Armas e Explosivos,Departamento,1413,110666,"Rua da Artilharia 1, nº 21",1269-003,LISBOA,Dias úteis: 9h00-12h30 / 14h00-16h00,213703900,depaex@psp.pt,http://www.psp.pt,38.723383,-9.154564,237,Ministério da Administração Interna,2528,PSP
DIREÇÃO NACIONAL DA PSP - Departamento de Segurança Privada,Departamento,1414,110666,"Rua da Artilharia 1, nº 21",1269-003,LISBOA,Dias úteis: 9h00-12h30 / 14h00-16h00,213703900,depspriv@psp.pt,http://www.psp.pt,38.723383,-9.154564,237,Ministério da Administração Interna,2528,PSP
ESCOLA PRATICA DE POLICIA,Estabelecimento de Ensino,1415,141921,Largo das Forças Armadas,2350-754,TORRES NOVAS,Dias úteis: 9h00-12h30 / 14h00-16h00,249819660 - 962049941 - 964547555,epp@psp.pt,http://www.psp.pt,39.481094,-8.534408,237,Ministério da Administração Interna,2528,PSP
